id,name,selling_price,year,seller_type,owner,km_driven,ex_showroom_price,age,km_class,km_per_year,km_per_month,company
992,Bajaj Avenger 220,75000.0,2019,Individual,1st owner,3500,95000.0,3,1,1166.667,97.222,Bajaj
993,Bajaj Avenger 220,72000.0,2018,Individual,1st owner,500,95000.0,4,1,125.0,10.417,Bajaj
994,TVS Apache RTR 160,65000.0,2019,Individual,1st owner,11800,81000.0,3,3,3933.333,327.778,TVS
995,Bajaj Pulsar 150,65000.0,2017,Individual,1st owner,5000,74000.0,5,1,1000.0,83.333,Bajaj
996,Honda CBR 150,65000.0,2016,Individual,1st owner,23500,120000.0,6,5,3916.667,326.389,Honda
997,Hero Extreme,65000.0,2015,Individual,1st owner,16000,78700.0,7,4,2285.714,190.476,Hero
998,Honda CB Hornet 160R,60000.0,2018,Individual,1st owner,15000,87000.0,4,3,3750.0,312.5,Honda
999,Bajaj Avenger 220 dtsi,60000.0,2017,Individual,1st owner,16600,95000.0,5,4,3320.0,276.667,Bajaj
1000,Honda CBR 150,60000.0,2015,Individual,1st owner,32000,120000.0,7,7,4571.429,380.952,Honda
1001,Bajaj Avenger 150 street,60000.0,2018,Individual,1st owner,20000,80000.0,4,4,5000.0,416.667,Bajaj
1002,Yamaha FZ  v 2.0,60000.0,2017,Individual,1st owner,29000,84000.0,5,6,5800.0,483.333,Yamaha
1003,Yamaha FZ  v 2.0,60000.0,2018,Individual,1st owner,25000,84000.0,4,5,6250.0,520.833,Yamaha
1004,Bajaj Pulsar  NS 200,60000.0,2016,Individual,1st owner,25000,99000.0,6,5,4166.667,347.222,Bajaj
1005,TVS Apache RTR 160,60000.0,2014,Individual,1st owner,19000,81000.0,8,4,2375.0,197.917,TVS
1006,Hero Extreme,55000.0,2016,Individual,1st owner,15000,78700.0,6,3,2500.0,208.333,Hero
1007,Yamaha FZ S V 2.0,55000.0,2017,Individual,1st owner,58000,84000.0,5,12,11600.0,966.667,Yamaha
1008,Bajaj Pulsar 220 F,52000.0,2012,Individual,1st owner,45000,94000.0,10,9,4500.0,375.0,Bajaj
1009,Bajaj Pulsar 220 F,51000.0,2018,Individual,1st owner,24000,94000.0,4,5,6000.0,500.0,Bajaj
1010,TVS Apache RTR 180,50000.0,2013,Individual,1st owner,6000,82600.0,9,2,666.667,55.556,TVS
1011,Hero Passion X pro,50000.0,2018,Individual,1st owner,31000,55000.0,4,7,7750.0,645.833,Hero
1012,Bajaj Pulsar NS 200,50000.0,2014,Individual,1st owner,13000,99000.0,8,3,1625.0,135.417,Bajaj
1013,Bajaj Pulsar NS 200,50000.0,2015,Individual,1st owner,45000,99000.0,7,9,6428.571,535.714,Bajaj
1014,Yamaha Fazer ,50000.0,2016,Individual,1st owner,8000,88000.0,6,2,1333.333,111.111,Yamaha
1015,Honda Activa 4G,48000.0,2019,Individual,1st owner,4300,51000.0,3,1,1433.333,119.444,Honda
1016,TVS Sport ,48000.0,2019,Individual,1st owner,15000,52000.0,3,3,5000.0,416.667,TVS
1017,Yamaha FZ S V 2.0,48000.0,2017,Individual,1st owner,23000,84000.0,5,5,4600.0,383.333,Yamaha
1018,Honda Dream Yuga ,48000.0,2019,Individual,1st owner,8600,54000.0,3,2,2866.667,238.889,Honda
1019,Honda Activa 4G,45000.0,2019,Individual,1st owner,4000,51000.0,3,1,1333.333,111.111,Honda
1020,Bajaj Avenger Street 220,45000.0,2013,Individual,1st owner,24000,95000.0,9,5,2666.667,222.222,Bajaj
1021,TVS Apache RTR 180,45000.0,2016,Individual,1st owner,23000,82600.0,6,5,3833.333,319.444,TVS
1022,Bajaj Pulsar NS 200,45000.0,2014,Individual,1st owner,14500,99000.0,8,3,1812.5,151.042,Bajaj
1023,Bajaj Avenger 220 dtsi,45000.0,2012,Individual,1st owner,27000,95000.0,10,6,2700.0,225.0,Bajaj
1024,Hero Splender iSmart,45000.0,2018,Individual,1st owner,14000,54000.0,4,3,3500.0,291.667,Hero
1025,Activa 3g,45000.0,2018,Individual,1st owner,500,54000.0,4,1,125.0,10.417,Activa
1026,Hero Passion Pro,45000.0,2018,Individual,1st owner,1000,55000.0,4,1,250.0,20.833,Hero
1027,TVS Apache RTR 160,42000.0,2016,Individual,1st owner,42000,81000.0,6,9,7000.0,583.333,TVS
1028,Honda CB Trigger,42000.0,2015,Individual,1st owner,12000,73000.0,7,3,1714.286,142.857,Honda
1029,Hero Splender iSmart,40000.0,2017,Individual,1st owner,14000,54000.0,5,3,2800.0,233.333,Hero
1030,Yamaha FZ S ,40000.0,2014,Individual,1st owner,5500,83000.0,8,2,687.5,57.292,Yamaha
1031,Hero Passion Pro,40000.0,2017,Individual,1st owner,6700,55000.0,5,2,1340.0,111.667,Hero
1032,Bajaj Pulsar 135 LS,40000.0,2016,Individual,1st owner,13700,64000.0,6,3,2283.333,190.278,Bajaj
1033,Activa 4g,40000.0,2019,Individual,1st owner,1300,51000.0,3,1,433.333,36.111,Activa
1034,Honda CB Unicorn,38000.0,2017,Individual,1st owner,38600,72000.0,5,8,7720.0,643.333,Honda
1035,Hero Honda CBZ extreme,38000.0,2013,Individual,1st owner,75000,78700.0,9,15,8333.333,694.444,Hero Honda
1036,Honda Karizma,35000.0,2013,Individual,1st owner,30000,105000.0,9,6,3333.333,277.778,Honda
1037,Honda Activa 125,35000.0,2018,Individual,1st owner,24000,57000.0,4,5,6000.0,500.0,Honda
1038,TVS Jupyter,35000.0,2016,Individual,1st owner,19000,52000.0,6,4,3166.667,263.889,TVS
1039,Honda Karizma,31000.0,2012,Individual,1st owner,213000,105000.0,10,43,21300.0,1775.0,Honda
1040,Hero Honda Passion Pro,30000.0,2014,Individual,1st owner,60000,51000.0,8,12,7500.0,625.0,Hero Honda
1041,Hero Splender Plus,30000.0,2018,Individual,1st owner,50000,48000.0,4,10,12500.0,1041.667,Hero
1042,Honda CB Shine,30000.0,2015,Individual,1st owner,30000,58000.0,7,6,4285.714,357.143,Honda
1043,Bajaj Discover 100,27000.0,2015,Individual,1st owner,21000,47000.0,7,5,3000.0,250.0,Bajaj
1044,Bajaj Pulsar 150,25000.0,2010,Individual,2nd owner,26000,75000.0,12,6,2166.667,180.556,Bajaj
1045,Suzuki Access 125,25000.0,2010,Individual,1st owner,1900,58000.0,12,1,158.333,13.194,Suzuki
1046,TVS Wego,25000.0,2012,Individual,1st owner,22000,52000.0,10,5,2200.0,183.333,TVS
1047,Honda CB twister,25000.0,2015,Individual,1st owner,32000,51000.0,7,7,4571.429,380.952,Honda
1048,Hero Glamour,25000.0,2015,Individual,1st owner,18000,57000.0,7,4,2571.429,214.286,Hero
1049,Hero Super Splendor,20000.0,2007,Individual,1st owner,55000,57000.0,15,11,3666.667,305.556,Hero
1050,Bajaj Pulsar 150,20000.0,2010,Individual,1st owner,60000,75000.0,12,12,5000.0,416.667,Bajaj
1051,Bajaj Discover 125,20000.0,2014,Individual,2nd owner,25000,57000.0,8,5,3125.0,260.417,Bajaj
1052,Hero Hunk,20000.0,2009,Individual,2nd owner,49000,75000.0,13,10,3769.231,314.103,Hero
1053,Hero  Ignitor Disc,20000.0,2015,Individual,2nd owner,24000,65000.0,7,5,3428.571,285.714,Hero
1054,Hero  CBZ Xtreme,20000.0,2010,Individual,1st owner,50000,78700.0,12,10,4166.667,347.222,Hero
1055,Bajaj  ct 100,18000.0,2017,Individual,1st owner,35000,32000.0,5,7,7000.0,583.333,Bajaj
1056,Activa 3g,17000.0,2010,Individual,1st owner,500000,52000.0,12,100,41666.667,3472.222,Activa
1057,Honda CB twister,16000.0,2012,Individual,1st owner,33000,51000.0,10,7,3300.0,275.0,Honda
1058,Bajaj Discover 125,15000.0,2013,Individual,2nd owner,35000,57000.0,9,7,3888.889,324.074,Bajaj
1059,Honda CB Shine,12000.0,2009,Individual,1st owner,53000,58000.0,13,11,4076.923,339.744,Honda
1060,Bajaj Pulsar 150,10000.0,2008,Individual,1st owner,92233,75000.0,14,19,6588.071,549.006,Bajaj
